Prel	liquid_fraction
0.457243	-0.0535485
0.45772	-0.0534768
0.458091	-0.0534011
0.458585	-0.0533232
0.458995	-0.0532406
0.459677	-0.053163
0.46009	-0.0530867
0.460559	-0.0530114
0.460948	-0.0529331
0.461478	-0.0528551
0.461901	-0.0527749
0.462477	-0.0526975
0.46288	-0.0526191
0.463434	-0.0525437
0.463861	-0.0524684
0.464412	-0.0523967
0.464818	-0.052325
0.465221	-0.0522504
0.465736	-0.0521753
0.466068	-0.0520939
0.466782	-0.0520178
0.467216	-0.0519441
0.467643	-0.0518706
0.468025	-0.0517934
0.468537	-0.0517152
0.468961	-0.0516341
0.469579	-0.0515572
0.469999	-0.0514811
0.470479	-0.0514064
0.470864	-0.0513292
0.471401	-0.0512529
0.471814	-0.051175
0.472231	-0.0510936
0.472732	-0.051011
0.473265	-0.05093
0.473555	-0.0508427
0.474226	-0.0507594
0.474611	-0.0506755
0.475074	-0.0505912
0.475405	-0.0505008
0.475928	-0.0504082
0.476292	-0.0503096
0.476931	-0.0502137
0.477426	-0.0501211
0.477853	-0.0500297
0.478217	-0.0499351
0.47882	-0.0498442
0.479234	-0.049754
0.479912	-0.0496736
0.480124	-0.0495902
0.480756	-0.0495119
0.481162	-0.0494352
0.481585	-0.0493582
0.482069	-0.0492818
0.482472	-0.0492033
0.48298	-0.0491253
0.483454	-0.0490478
0.483976	-0.0489735
0.484238	-0.0488929
0.484675	-0.0488067
0.485258	-0.0487212
0.485788	-0.0486389
0.486159	-0.0485553
0.486657	-0.0484726
0.487102	-0.0483897
0.487402	-0.0483001
0.488051	-0.0482134
0.48844	-0.0481258
0.488779	-0.0480326
0.489266	-0.0479362
0.4898	-0.0478406
0.490301	-0.0477474
0.490735	-0.0476553
0.491152	-0.0475623
0.491728	-0.0474741
0.492123	-0.0473867
0.49266	-0.0473037
0.493158	-0.0472259
0.493582	-0.047151
0.494108	-0.0470812
0.494553	-0.047015
0.49497	-0.04695
0.495422	-0.0468857
0.495785	-0.0468179
0.496322	-0.0467509
0.496739	-0.0466825
0.497184	-0.0466127
0.497551	-0.0465378
0.498024	-0.0464596
0.498646	-0.046386
0.498843	-0.0463047
0.49944	-0.0462237
0.499995	-0.0461471
0.500267	-0.046066
0.500779	-0.0459843
0.501266	-0.0459033
0.501697	-0.045822
0.502117	-0.0457391
0.502739	-0.0456623
0.503191	-0.0455901
0.503614	-0.0455203
0.503939	-0.0454471
0.504458	-0.0453742
0.504716	-0.0452931
0.505373	-0.0452146
0.505772	-0.0451354
0.506295	-0.045059
0.506715	-0.0449835
0.507206	-0.0449104
0.507548	-0.0448346
0.507954	-0.0447549
0.508512	-0.0446768
0.508979	-0.0446005
0.50942	-0.0445254
0.50971	-0.0444444
0.510197	-0.0443605
0.510864	-0.0442837
0.511204	-0.0442075
0.511754	-0.0441366
0.512249	-0.0440717
0.512397	-0.0439987
0.512952	-0.0439243
0.513605	-0.0438572
0.513774	-0.0437838
0.514315	-0.0437098
0.514597	-0.0436282
0.515099	-0.0435431
0.515561	-0.0434557
0.516137	-0.0433721
0.516649	-0.0432943
0.51696	-0.0432154
0.517352	-0.0431337
0.517733	-0.043047
0.518192	-0.0429572
0.51874	-0.0428694
0.519192	-0.0427833
0.519559	-0.0426955
0.520205	-0.0426153
0.520664	-0.0425417
0.52089	-0.042464
0.521296	-0.0423821
0.521844	-0.0423011
0.52232	-0.0422222
0.522734	-0.0421438
0.523073	-0.0420615
0.523528	-0.0419769
0.52403	-0.041893
0.524425	-0.0418077
0.52481	-0.041719
0.525181	-0.0416248
0.525711	-0.0415302
0.526159	-0.0414356
0.52654	-0.0413388
0.527183	-0.041249
0.527476	-0.0411586
0.527875	-0.0410662
0.528472	-0.0409793
0.528627	-0.0408846
0.529224	-0.0407909
0.529592	-0.040695
0.530044	-0.0405981
0.530534	-0.0405029
0.530979	-0.0404095
0.531424	-0.040318
0.531929	-0.0402311
0.532194	-0.0401407
0.532706	-0.0400509
0.533155	-0.0399622
0.533586	-0.0398744
0.534016	-0.0397871
0.534422	-0.0396991
0.534853	-0.0396105
0.535231	-0.0395192
0.535666	-0.0394258
0.536216	-0.0393359
0.536495	-0.039242
0.537166	-0.0391555
0.537548	-0.0390725
0.537908	-0.0389892
0.538395	-0.0389084
0.538678	-0.038823
0.539239	-0.0387398
0.539656	-0.0386577
0.540052	-0.0385748
0.5405	-0.0384922
0.54098	-0.038412
0.541376	-0.038332
0.541718	-0.0382486
0.542132	-0.0381618
0.542668	-0.038077
0.543134	-0.037995
0.543537	-0.0379143
0.543985	-0.0378355
0.544342	-0.0377552
0.544752	-0.0376728
0.545405	-0.0375986
0.545663	-0.0375232
0.546129	-0.0374488
0.546482	-0.0373719
0.547023	-0.0372979
0.547393	-0.0372235
0.547831	-0.0371495
0.548199	-0.0370731
0.548576	-0.0369926
0.549261	-0.0369201
0.549622	-0.0368507
0.550017	-0.0367827
0.550522	-0.0367191
0.5509	-0.0366567
0.551324	-0.0365953
0.551663	-0.0365308
0.552196	-0.0364686
0.552496	-0.0364024
0.552966	-0.036335
0.553372	-0.0362658
0.553856	-0.0361976
0.554255	-0.0361288
0.554523	-0.0360531
0.555127	-0.0359796
0.55548	-0.0359045
0.556035	-0.035834
0.556307	-0.0357604
0.556801	-0.0356876
0.557211	-0.0356148
0.557613	-0.0355411
0.557981	-0.0354643
0.558503	-0.0353896
0.558927	-0.0353164
0.559234	-0.0352394
0.559771	-0.0351646
0.560181	-0.0350909
0.560527	-0.0350149
0.561063	-0.0349421
0.561438	-0.0348698
